,plaintext,ciphertext
27757,1eee,6ec6
27758,aa6a,ecce
27759,7130,40e3
27760,40f1,e81d
27761,7a29,6adc
27762,0b41,5791
27763,9466,4df7
27764,fe53,3009
27765,6f49,551c
27766,a74a,f80f
27767,4369,aeba
27768,df92,2558
27769,3c6c,96a3
27770,fc64,6691
27771,ff1c,3753
27772,7065,de7a
27773,bedb,a9e5
27774,6ff4,7230
27775,8f91,e696
27776,05b9,203c
27777,a5a0,9073
27778,fbc7,9be1
27779,f30f,1bb6
27780,78f1,ed16
27781,4213,22c8
27782,c386,e544
27783,4987,b29a
27784,d97d,698d
27785,d540,d20f
27786,938c,562d
27787,228f,72ae
27788,98f8,57d2
27789,7dba,6bd0
27790,6e1f,3783
27791,73f5,11c8
27792,0db6,2fd1
27793,28ba,356d
27794,659f,9dfb
27795,8492,a7c8
27796,142b,fa45
27797,4350,1692
27798,767c,7118
27799,2f21,569b
27800,6f95,2985
27801,59d6,ee06
27802,0970,f591
27803,08b8,dd23
27804,9ce1,bb5c
27805,0670,45fa
27806,63f5,4745
27807,c63d,85ae
27808,5a02,1369
27809,e752,264e
27810,b7e6,cda0
27811,2b28,aaea
27812,eb31,a097
27813,a7dc,3a32
27814,4878,6505
27815,7b36,b696
27816,dfaf,4eda
27817,de4c,448b
27818,1a5d,609a
27819,ba14,53a3
27820,f330,6cb6
27821,a643,708a
27822,8520,3a31
27823,a99a,e968
27824,23a4,827c
27825,14b3,57a8
27826,8f19,6c1e
27827,821d,4897
27828,85ce,2de7
27829,3e52,8566
27830,1f57,5469
27831,d51d,d1a3
27832,7e20,4cd9
27833,ace3,b520
27834,904e,8a7e
27835,828c,ca91
27836,8829,6aea
27837,7eab,e807
27838,ae4b,b619
27839,fc44,307e
27840,6e8f,b1ff
27841,be48,56d1
27842,9af3,3ab8
27843,ee23,fa35
27844,33a7,a265
27845,5ab0,be04
27846,49bf,8403
27847,ca4d,7915
27848,ef37,dff9
27849,c6fd,2564
27850,58ba,7a7f
27851,4bd8,696c
27852,d52f,ab70
27853,63a8,6660
27854,f315,6775
27855,9b1d,9f61
27856,cc30,938a
27857,2d16,174f
27858,c102,2f94
27859,0e42,97b2
27860,86b8,77fb
27861,892c,2a28
27862,e454,ceb6
27863,0942,f27f
27864,7b80,568d
27865,ac13,ba70
27866,345b,9722
27867,58f5,3edd
27868,e4d4,c1ba
27869,cbb0,34f3
27870,feaf,4e1e
27871,b17e,fa68
27872,5fda,0f5b
27873,2948,d26f
27874,c93f,dd4c
27875,c828,f9ca
27876,5ed6,7455
27877,a6bb,7a5d
27878,a6c4,c27a
27879,a718,4971
27880,4594,44f7
27881,a312,2480
27882,c989,e298
27883,6472,d5ab
27884,7d3d,e85a
27885,5aed,4fdf
27886,f963,6239
27887,bc3b,6b5d
27888,d7ca,ad0b
27889,67ad,ea07
27890,2926,941e
27891,66cb,1c8d
27892,fa64,e0e9
27893,82fe,06c2
27894,bc0e,1dcb
27895,373f,44a0
27896,5df9,deab
27897,61b1,76ab
27898,1d71,21a2
27899,6380,bd33
27900,1176,9d8a
27901,8dfb,2e18
27902,f7e6,9bc5
27903,24ee,5fa0
27904,7eb2,3c8a
27905,bbfa,5098
27906,7712,7ede
27907,ca5a,ab9a
27908,3976,ebb5
27909,cca1,d1da
27910,c84e,fe19
27911,6470,77c4
27912,f74e,a8ee
27913,7a82,92a6
27914,b85e,ccda
27915,19f9,7ec3
27916,9576,41cb
27917,f238,a40f
27918,e427,956c
27919,14fc,fbd7
27920,cca7,983f
27921,4642,9021
27922,8d59,6568
27923,ba6d,bb37
27924,9618,e0ed
27925,ec8a,c2d5
27926,a65e,7889
27927,b33a,d01b
27928,814e,ee85
27929,c57d,b6ae
27930,1396,1c99
27931,7a0a,ff62
27932,4b16,1740
27933,6329,7b0a
27934,9b10,c42a
27935,8541,9a76
27936,d66a,411c
27937,cbbd,e065
27938,342b,9452
27939,e5fa,d042
27940,0bed,ac41
27941,a164,eae2
27942,8510,5731
27943,3d67,b14f
27944,d9be,d968
27945,403b,c145
27946,47a3,192c
27947,1c67,a874
27948,b80a,7451
27949,4b88,09d5
27950,7b2d,f540
27951,166a,cde4
27952,e180,dea5
27953,669e,2ef0
27954,4442,9785
27955,712c,21c8
27956,3128,03c3
27957,3924,2e53
27958,8aba,a94b
27959,80f4,8429
27960,3602,0885
27961,63e4,cd79
27962,5d5d,6fdd
27963,97e9,b76a
27964,c7e4,8398
27965,743a,0b31
27966,2e20,3af2
27967,70f9,a9ae
27968,1737,a7ac
27969,82e2,346d
27970,536e,8b37
27971,8f88,50aa
27972,62ec,e079
27973,7092,5d1d
27974,22f5,52a4
27975,6ba9,a5a6
27976,780b,28ae
27977,54f7,94ec
27978,bd49,29e3
27979,6119,0ca8
27980,2980,2295
27981,ff8d,ed27
27982,c550,320f
27983,863f,2ea5
27984,8152,394d
27985,abd8,7dd2
27986,f913,af13
27987,daa1,d378
27988,b11a,6787
27989,b2fe,269d
27990,93f3,77c0
27991,3207,2176
27992,b35e,b9d4
27993,52d2,ee86
27994,ea4c,8e45
27995,bd7c,0197
27996,0b12,e32b
27997,289b,dd2d
27998,c257,c0f5
27999,51b7,70b3
28000,21e0,4a3b
28001,dca2,9d4b
28002,5347,7876
28003,0ba4,c593
28004,e994,96f7
28005,f44f,7f6c
28006,bd03,22ab
28007,d704,7f20
28008,19eb,02a4
28009,2e4e,5d36
28010,8017,63fa
28011,e268,5d1e
28012,0ebe,1560
28013,971d,4167
28014,e341,f04f
28015,a668,6c85
28016,8a41,5de6
28017,8bd3,9640
28018,3591,a234
28019,b97c,c113
28020,5b17,95d8
28021,bdc6,3ac5
28022,7792,d1e5
28023,d16a,cf5c
28024,d5b5,7558
28025,c1a6,23a3
28026,2bb9,52c9
28027,6990,b6a2
28028,3295,bbb5
28029,737f,7a85
28030,3101,91cb
28031,8249,55ed
28032,85ff,6986
28033,37d2,c580
28034,2830,4918
28035,8861,0b2e
28036,c5b7,8210
28037,368e,424a
28038,dc5c,1fa1
28039,bade,985b
28040,071b,0a26
28041,971c,b441
28042,b4bd,eda2
28043,1388,6a33
28044,303b,acfb
28045,3beb,dfa7
28046,c29b,80fc
28047,2d00,ab16
28048,5b75,ab34
28049,42c8,d630
28050,12dc,6223
28051,4c10,c0b7
28052,5d28,0aee
28053,fb36,a2a8
28054,4c43,b989
28055,2de3,a272
28056,b2b7,eec1
28057,4f99,1efa
28058,76f3,5297
28059,a8f9,df35
28060,973b,4355
28061,5f95,67e5
28062,4f09,f29e
28063,d409,0d9b
28064,0e10,1b1b
28065,f437,415a
28066,20a6,193f
28067,0b58,4826
28068,4506,baef
28069,f197,3613
28070,26cb,7a87
28071,d203,5702
28072,f885,a400
28073,c6d8,3fe5
28074,2574,2f35
28075,9bfb,8e5e
28076,0db0,53b4
28077,8522,8fd2
28078,43a4,11c9
28079,8876,6b96
28080,9110,c027
28081,3a0d,7b9f
28082,284a,995a
28083,7b5f,a3ea
28084,2046,e51f
28085,2f73,ac3c
28086,ce7b,b889
28087,5f45,472b
28088,4c6e,4870
28089,ceed,eeaa
28090,788a,2c07
28091,3471,7fb9
28092,d9bb,0c91
28093,3348,35d7
28094,44a8,0004
28095,869f,1ba5
28096,6116,f224
28097,dd4c,87bf
28098,3e40,fb8f
28099,54ec,dfc1
28100,a9f8,30e5
28101,f49c,f342
28102,b742,a218
28103,33ce,8b80
28104,4a62,fe58
28105,c22a,6e32
28106,b443,21c2
28107,881c,4986
28108,9a4a,8ba3
28109,0959,9251
28110,c31b,e2ea
28111,6012,a090
28112,a664,144a
28113,7fee,0baf
28114,f79d,0a5f
28115,3d40,fedc
28116,96b3,f0e1
28117,41d3,5ddb
28118,1660,3e41
28119,71df,e384
28120,5800,9535
28121,963b,c4f4
28122,3881,2682
28123,6bdc,f044
28124,11e2,0b3d
28125,ecea,fa6d
28126,e58c,e0ac
28127,d8e2,030d
28128,315b,191c
28129,b839,8e3d
28130,b504,1480
28131,6e3a,a205
28132,f34e,1cab
28133,530a,82f6
28134,3676,7c5f
28135,9f53,5387
28136,db76,cc4f
28137,7f24,d1d3
28138,f570,1ed7
28139,4406,dd6e
28140,54b5,dad0
28141,cb05,b590
28142,7b8a,92ac
28143,a2bf,994a
28144,66e7,f990
28145,bab3,8fc2
28146,6c17,dc12
28147,c377,cc64
28148,8464,6ac1
28149,fc7c,bb99
28150,7175,237d
28151,d0e1,02d9
28152,38f7,bbbc
28153,27da,ce35
28154,d00f,2795
28155,32c5,eeb2
28156,7cac,8217
28157,92ff,580f
28158,a65d,0d46
28159,0b6e,298d
28160,f6b7,4aa4
28161,828e,2e27
28162,68f1,af3d
28163,3fec,9c7e
28164,bf75,1753
28165,46fb,f5ee
28166,b431,b7b1
28167,27fd,d495
28168,2ab6,668b
28169,6c1a,5415
28170,ede3,8573
28171,b9c5,ff16
28172,5c6c,3670
28173,310d,d701
28174,d6ae,b358
28175,0aea,59e0
28176,b4fb,8c8a
28177,4b0a,a858
28178,84ee,6416
28179,5fbb,7a36
28180,a45a,9d7f
28181,980f,c1dd
28182,f3f4,a802
28183,947a,3f32
28184,39c6,e471
28185,7489,a54a
28186,5400,a5e0
28187,4412,6834
28188,3b7a,9e20
28189,90ea,2dcf
28190,932a,6113
28191,4623,09a5
28192,a80b,cbab
28193,fb78,7156
28194,2703,7a65
28195,d4b3,4020
28196,31b7,aff4
28197,86b1,3d9e
28198,543b,c953
28199,4d69,fe89
28200,3b09,d88e
28201,ac02,1f62
28202,e4ea,580e
28203,d247,310a
28204,d78d,1e5d
28205,808d,07c7
28206,c5a7,9c86
28207,0cbe,166d
28208,6edc,c6b9
28209,83ff,8028
28210,c722,0755
28211,fa1a,bf65
28212,7dc5,9ef8
28213,476c,9178
28214,261b,458c
28215,8086,d11e
28216,17c6,518f
28217,9e54,8d49
28218,b9d7,c55d
28219,a4a8,9e74
28220,9632,933e
28221,08ee,acd1
28222,2456,66ca
28223,06ca,db65
28224,29e1,3074
28225,9f81,5417
28226,66a0,b055
28227,b65a,89ff
28228,ba36,f6f7
28229,8016,804d
28230,9c4a,f4c0
28231,1d97,903b
28232,8631,29df
28233,fea5,5525
28234,7b56,a427
28235,75b0,f5b6
28236,5f33,9b41
28237,2fcd,35a0
28238,f3d9,9bd1
28239,f485,ce4e
28240,ddd1,d7e8
28241,0e87,0387
28242,fd30,d10d
28243,6433,531b
28244,3634,6893
28245,0b3a,799f
28246,7902,7f24
28247,fa56,256f
28248,3b9b,b59d
28249,d7ec,8805
28250,efb4,14c7
28251,f756,0262
28252,3121,64ed
28253,86e5,8c55
28254,c2cb,e763
28255,4c77,027d
28256,6daf,6f04
28257,d8b0,1fac
28258,c9df,7276
28259,6273,cfd4
28260,ea6b,9731
28261,afba,01f7
28262,6ac9,16a2
28263,f0c2,503b
28264,babc,02be
28265,8771,d37f
28266,fe97,33f3
28267,93bb,4839
28268,2195,7d8a
28269,b5a9,0d71
28270,da1e,e764
28271,1c7f,24f2
28272,47e6,f845
28273,0a13,80cd
28274,c84a,1351
28275,0b2a,1a90
28276,3213,e40b
28277,901e,b778
28278,c7f1,1fba
28279,62ed,9096
28280,dbce,34c3
28281,a9ad,af9d
28282,ac1d,4890
28283,1661,a3c4
28284,b21d,ebc8
28285,d993,9018
28286,a7f7,c8ba
28287,c756,392e
28288,f5ce,65ab
28289,5dfd,5fe0
28290,61b7,c30b
28291,e1f6,1140
28292,4ef2,2780
28293,3fe5,221e
28294,b873,9723
28295,a44a,4da4
28296,6ebe,626c
28297,3ec1,f199
28298,1fa4,f464
28299,3437,aeaf
28300,a03d,64bf
28301,05d7,e1ac
28302,3d37,7e7f
28303,d615,d4de
28304,501a,465c
28305,157c,d10e
28306,47ad,a426
28307,5fb6,d749
28308,5a23,d3b0
28309,f05d,1065
28310,b382,aa22
28311,c532,4ac8
28312,48f6,be5e
28313,b5f6,279d
28314,8670,aac4
28315,69c0,1c02
28316,db79,67ce
28317,e2bf,72d5
28318,1e74,e804
28319,5ae0,b345
28320,0f26,c9a9
28321,c06b,b598
28322,2165,f85c
28323,af15,f4a5
28324,c640,f410
28325,aeeb,e70f
28326,f4cb,9cb4
28327,677a,6f20
28328,432b,19c1
28329,b5ea,f805
28330,abac,143b
28331,1f6b,a76f
28332,dfc7,5fc6
28333,164a,c491
28334,5da4,33b3
28335,9361,9da3
28336,5e50,2741
28337,2ef6,72db
28338,9527,f5e6
28339,8e9a,24ce
28340,b4ca,eacc
28341,1587,4c66
28342,6c7d,caab
28343,5aa0,1771
28344,2cb0,d4d4
28345,740e,a7b0
28346,de43,fd44
28347,8e4d,0976
28348,ecb8,4d08
28349,1e42,090a
28350,f3d3,0e22
28351,3a75,f529
28352,586b,7674
28353,3cf2,a041
28354,a554,8b4f
28355,dc9a,08ed
28356,d4a1,26d8
28357,8534,212a
28358,c6f6,47ca
28359,3540,fd58
28360,8bd6,ca4e
28361,a64c,e805
28362,254e,5029
28363,9414,d140
28364,6294,4d0b
28365,1a77,eb7b
28366,ebf3,be2d
28367,7269,59f7
28368,d1d9,ae4b
28369,5d44,9f0a
28370,27e6,48cb
28371,7748,7dbb
28372,ef69,295c
28373,bb5c,d778
28374,8134,b3f0
28375,807e,2bb7
28376,42f4,2256
28377,cb81,921a
28378,27b5,31df
28379,d683,59a2
28380,f597,3888
28381,5733,6473
28382,b772,b426
28383,d991,73e2
28384,7253,6f28
28385,fb22,cb3c
28386,ab96,2268
28387,84a3,5e2e
28388,0acf,4013
28389,8e73,4148
28390,9657,6ee9
28391,1a0c,cc4d
28392,5c9f,4c15
28393,52dd,e6bd
28394,0062,ca2d
28395,e4b8,39eb
28396,b440,fb76
28397,2a9b,e832
28398,4830,7e69
28399,f802,dc3b
28400,46f3,7ff7
28401,1b1c,3a8f
28402,c3ae,0bf3
28403,def5,6ed4
28404,c2fe,9f60
28405,9ee0,c3d4
28406,8266,f170
28407,b6e1,8d3b
28408,00ec,e875
28409,b3d0,6420
28410,ad3e,84ea
28411,ab1c,8fab
28412,ba26,30a2
28413,80f1,b3b5
28414,c44e,abaf
28415,01dc,429f
28416,31ad,c567
28417,1c91,7c23
28418,692c,a5d5
28419,d753,adb2
28420,daf9,6878
28421,1a8d,6031
28422,3b1e,d0e5
28423,fc2f,e62f
28424,2d7f,1ccc
28425,935b,2dd8
28426,7095,1e2f
28427,1c1a,0c87
28428,7783,5cfe
28429,69f6,89f0
28430,a772,7653
28431,b2db,ecae
28432,c924,1928
28433,7ed0,3ab9
28434,4189,239d
28435,6081,34a7
28436,fc01,674b
28437,577a,3a19
28438,cc6c,85cd
28439,fcd8,70c8
28440,0299,0fc4
28441,c16a,94f9
28442,d7f4,6ea7
28443,3d07,7220
28444,dda5,df04
28445,12b3,9790
28446,8987,99a0
28447,2d4b,251f
28448,f4e7,5b56
28449,e77a,32b8
28450,4ee3,29e6
28451,fdc7,dee7
28452,d200,d8f3
28453,e7da,95c2
28454,b078,43e2
28455,e580,d3f6
28456,662e,246f
28457,a625,09de
28458,7b8e,52fa
28459,a571,a449
28460,4278,dec5
28461,de95,5dea
28462,c0b2,5cdc
28463,975f,f450
28464,9f9a,91e9
28465,a3cd,6220
28466,2c6c,b84a
28467,a233,1580
28468,12e9,ee5d
28469,7aa8,0660
28470,4fd8,1e74
28471,cdca,5d3e
28472,ae3d,d15f
28473,a9b5,075d
28474,d437,5b09
28475,b250,d9d6
28476,c15b,2177
28477,309b,14ca
28478,742d,b1cf
28479,ae05,c9d0
28480,6bc9,11be
28481,17f8,1764
28482,7794,e17a
28483,cf1a,8436
28484,fa82,ade5
28485,e467,5a42
28486,5421,8aba
28487,85b0,5667
28488,80aa,7ee0
28489,19b6,b072
28490,4501,fbef
28491,5812,b4e6
28492,da87,a803
28493,d48e,e7a5
28494,de7a,9b70
28495,56a7,3caa
28496,0142,fd65
28497,9442,e659
28498,9595,798e
28499,84fa,cf5a
28500,e2a0,d606
28501,216b,6df3
28502,c381,7abe
28503,d39b,01ba
28504,3245,2d2b
28505,3814,3e05
28506,df6b,26c1
28507,0d7c,0ac0
28508,3077,5f96
28509,1500,39d0
28510,a2d8,5abb
28511,356f,01fb
28512,2577,4f85
28513,f06f,69d7
28514,ea0f,64a6
28515,60e1,0b18
28516,f6be,ad27
28517,b5c6,2a90
28518,c925,1c2f
28519,ded5,36b4
28520,876c,b94b
28521,f943,a8c0
28522,2a25,dc99
28523,c31e,6f13
28524,4935,e197
28525,14c4,03d1
28526,751b,9e3c
28527,eb5e,bdab
28528,661a,5cbd
28529,e8ec,76d5
28530,5b16,34bc
28531,54e0,732e
28532,eeda,cd7d
28533,5ab8,6c8b
28534,a9a5,306f
28535,97ba,2ef3
28536,2c3c,c3de
28537,0ac4,af72
28538,667f,a401
28539,8cea,3995
28540,c7ed,15f7
28541,e82c,ea9e
28542,6ed4,91c5
28543,68a9,fa66
28544,ca95,4d4c
28545,1e94,20d0
28546,2f40,5419
28547,676a,3ee3
28548,ead7,317a
28549,caa9,eee7
28550,df39,0db4
28551,6488,515a
28552,e380,8df2
28553,f92e,ab88
28554,3dc8,7e9a
28555,5cf9,8cb5
28556,0938,dc98
28557,6ae3,cf75
28558,c645,31b2
28559,efcf,c60c
28560,2a76,538b
28561,f5a2,a4b2
28562,666f,2612
28563,58cb,bf8d
28564,6eb5,7534
28565,af1d,42e9
28566,745b,4c3e
28567,bdb0,d376
28568,a7e5,4c6c
28569,a4bb,e0b8
28570,191b,911e
28571,be14,c51c
28572,9bce,46dd
28573,07f3,41c4
28574,a970,cabb
28575,d592,c3c7
28576,134e,10f5
28577,2f20,8875
28578,a362,8ae7
28579,cdf6,f377
28580,9921,ec61
28581,f119,ac70
28582,aae0,ccb5
28583,0293,1fdf
28584,4d91,4ad3
28585,466a,28e3
28586,2788,339a
28587,00a8,b67a
28588,c341,d644
28589,8227,6a39
28590,3779,8356
28591,2e64,8d42
28592,b2ce,f527
28593,ddc5,bd4c
28594,b4e2,6384
28595,d3d3,0d84
28596,4f24,9f14
28597,e175,ad38
28598,3380,a14f
28599,ee29,6914
28600,aeba,5f46
28601,f595,bcb9
28602,3249,279c
28603,b674,5592
28604,3487,7840
28605,49c8,d9a9
28606,9b14,b585
28607,0674,e58c
28608,e751,f363
28609,fce9,3c9f
28610,4f2a,cf4f
28611,40d3,c34f
28612,958a,76eb
28613,3fa8,6c54
28614,8ea2,3a57
28615,af26,0e8c
28616,d5e7,1aa4
28617,7129,47c4
28618,541b,1c66
28619,e0db,406e
28620,7526,b0de
28621,f5b4,6338
28622,8446,5bb1
28623,f7a9,2362
28624,cfd7,eb13
28625,fb69,d737
28626,65ee,979d
28627,fc32,f15f
28628,382b,9575
28629,9828,6503
28630,8cc2,9133
28631,dd8f,3173
28632,7781,e94e
28633,2c32,aea3
28634,8620,0604
28635,ac91,95d6
28636,7696,89dd
28637,d42f,fb70
28638,3fe6,2916
28639,2c39,a049
28640,564d,c08c
28641,4dac,5d74
28642,45ba,9b5b
28643,af91,6fb3
28644,9b45,7ecb
28645,3202,0094
28646,d1e4,683f
28647,ef6a,232f
28648,5717,45b1
28649,d38e,80f2
28650,622f,a886
28651,8e6c,6735
28652,82bb,1cd4
28653,cf96,3e38
28654,ed08,a995
28655,103f,16bb
28656,09ea,3935
28657,e8ac,2289
28658,eae1,e00e
28659,8fd7,e75b
28660,c136,bc9c
28661,8ba7,7471
28662,3311,71af
28663,6557,113c
28664,386f,31fb
28665,6636,ec56
28666,30a8,ca2f
28667,f70f,d353
28668,6c4f,384f
28669,6337,bc35
28670,5cd8,e426
28671,e8e7,97b1
28672,b414,9341
28673,5487,5ad1
28674,0ec6,2799
28675,f3c1,da4a
28676,075b,9c8a
28677,2204,7533
28678,52da,5530
28679,74eb,bf82
28680,47e8,f074
28681,244f,07b6
28682,e4c7,9aac
28683,b0c5,9ac0
28684,883a,99d1
28685,948f,d748
28686,71b4,959d
28687,9edc,18a5
28688,f91c,a115
28689,a2f4,55b9
28690,b141,e3e3
28691,1478,40c1
28692,8df0,0099
28693,45a1,6870
28694,f0fa,3883
28695,99ea,d8a6
28696,0e35,9cb2
28697,6556,405d
28698,6b4e,d8ac
28699,a495,0eea
28700,b0e7,ff14
28701,fcad,993a
28702,64f6,cfd5
28703,b7db,c6c5
28704,1e2f,70d6
28705,c6fc,cfe8
28706,8e6e,faf7
28707,37bd,9e12
28708,027f,96a9
28709,bb66,ff46
28710,e6b0,205d
28711,e14f,e2f1
28712,8328,2822
28713,96e8,d080
28714,7ea5,72ce
28715,3989,f971
28716,b257,2251
28717,6b8e,78cd
28718,e4e6,2943
28719,70d1,8784
28720,bb55,ab32
28721,e8d5,94c8
28722,4b04,1e20
28723,1071,d67c
28724,7cfd,0399
28725,1ad6,d431
28726,5d33,c399
28727,7e25,cfd6
28728,4254,eec9
28729,5ba3,4683
28730,67b6,0c92
28731,ef6e,d838
28732,b68c,5fda
28733,eda4,0f1c
28734,32c9,ec29
28735,053a,af9f
28736,ad93,f246
28737,5372,1f15
28738,49b7,e4e3
28739,da10,ed50
28740,701d,1fa3
28741,69f1,8489
28742,eaca,a44b
28743,3b94,ae93
28744,171c,ca48
28745,dadd,99d3
28746,32ca,5b5d
28747,2e07,b0f8
28748,a99f,597f
28749,6214,5ec5
28750,3b44,084c
28751,6ecd,7119
28752,e2fe,d906
28753,ebc3,d3a4
28754,66e6,1fe2
28755,9a81,e9cb
28756,7af8,a763
28757,355e,e581
28758,e4c4,cc06
28759,1e70,63a2
28760,ffe6,de92
28761,42f0,f8e9
28762,20c5,7a80
28763,ab13,7543
28764,bac6,53cb
28765,edf2,d5a6
28766,cbe7,e8f9
28767,520c,a6ed
28768,bd32,9524
28769,571b,f80a
28770,d97b,3921
28771,58f1,8029
28772,d051,0b7f
28773,b3f0,af4a
28774,d2d6,e1ab
28775,656e,1266
28776,0e8b,074e
28777,7126,cbf2
28778,ed45,363a
28779,35d0,ea68
28780,4c34,a8aa
28781,89d2,3130
28782,defd,22a3
28783,991f,ff1f
28784,3d39,2790
28785,1c82,8031
28786,cf71,9137
28787,b6f6,23b2
28788,361b,1c2a
28789,4089,44b3
28790,e6d2,392a
28791,271e,0668
28792,fd15,83cd
28793,5d0e,1c4b
28794,668a,477c
28795,80c2,7f48
28796,95ce,96e0
28797,4395,bd6c
28798,b807,6532
28799,3fb0,f457
28800,4e38,503a
28801,a026,59d9
28802,7c0f,ea41
28803,3666,e713
28804,0be4,df11
28805,365f,9e17
28806,4afd,b3b7
28807,033d,9db6
28808,f1c3,7dc9
28809,3f58,dd38
28810,9f41,44a2
28811,0d19,d7b0
28812,4cc7,04fe
28813,f9f8,6c93
28814,3856,ea3d
28815,643c,da43
28816,36b7,b7d7
28817,0488,73a0
28818,3554,7621
28819,5187,b036
28820,175e,1f94
28821,5913,6ddf
28822,6628,4714
28823,8094,27a6
28824,8403,6e72
28825,b0f3,8a96
28826,5bd0,0532
28827,eaa9,756f
28828,aafe,db9d
28829,419b,ba90
28830,a5b6,5d9a
28831,d8bd,3029
28832,5161,1df7
28833,5ee5,5988
28834,3e82,91c2
28835,fee8,390f
28836,f29b,0df8
28837,e06a,9002
28838,e601,a0e4
28839,e213,6d43
28840,8f3c,2405
28841,d046,b34a
28842,a110,b642
28843,9fb6,9811
28844,9889,813e
28845,30fc,9736
28846,0be5,ab8d
28847,b7fd,87e6
28848,6f51,0b5f
28849,4e2c,afe0
28850,e76a,a73b
28851,5fc6,b78f
28852,25a3,74b2
28853,8a6c,1118
28854,7a80,5ae0
28855,d300,552d
28856,af66,422d
28857,2ad0,02c6
28858,4d70,5f9c
28859,62fe,ea17
28860,8545,7bd7
28861,0843,7948
28862,d6cd,fc8c
28863,092a,3a14
28864,85d8,2ed4
28865,5630,0ca2
28866,8eb3,4bbe
28867,4382,a4c2
28868,1158,12a3
28869,ba67,b539
28870,1b6d,ff72
28871,9bc3,93c3
28872,5fb1,2040
28873,b6e7,1036
28874,c07d,7afe
28875,cd23,18f6
28876,a86d,31d6
28877,9d92,7420
28878,5a96,3f71
28879,925d,3808
28880,2517,5824
28881,b9da,bbe2
28882,c3b4,2db0
28883,412e,d9f5
28884,6551,2952
28885,5339,e2c1
28886,58e3,ffea
28887,d4ff,7b39
28888,7d0b,e134
28889,a74d,20be
28890,9de8,66d4
28891,6268,cbe5
28892,9908,1383
28893,da97,91f9
28894,74ed,7d6a
28895,2adb,c4f5
28896,3f12,6e23
28897,e2b0,ccc3
28898,2bf9,5dc3
28899,655e,962a
28900,046f,5781
28901,c30d,7905
28902,7da9,53f2
28903,5cea,f5f3
28904,6b76,a622
28905,e001,89fe
28906,e2d3,0449
28907,4b94,af64
28908,37c7,9ee3
28909,aad7,94ae
28910,ef02,0938
28911,6bde,ce0c
28912,2741,25c3
28913,c2c9,fcf8
28914,da56,bf12
28915,ede7,4404
28916,ae7d,cb50
28917,4665,2ac3
28918,2ab1,a547
28919,bb0a,9998
28920,e1df,1452
28921,a58c,2621
28922,3830,71ad
28923,2cfe,8271
28924,082a,c0c0
28925,18a4,b62d
28926,4de7,ebd9
28927,8e9e,3637
28928,932f,304a
28929,3d4d,b5b1
28930,2942,599a
28931,3a62,f480
28932,49d7,182a
28933,093e,d99f
28934,ef4b,c4a2
28935,3ddc,5877
28936,7e19,398f
28937,780f,c5b7
28938,fe9e,a30a
28939,e445,4621
28940,7d2d,7259
28941,497a,546f
28942,cf2f,d2b0
28943,cf1d,d7a4
28944,6983,c8be
28945,b5ed,9d4d
28946,4fa2,0669
28947,1cbc,c722
28948,4391,81af
28949,781f,a390
28950,e39a,d877
28951,6691,2893
28952,0a12,17ed
28953,6014,1c27
28954,cd44,7b7f
28955,b136,fe9d
28956,8a81,2a9c
28957,0d81,4657
28958,8f90,3315
28959,3f50,3e31
28960,0605,7c84
28961,a5df,15b8
28962,4e6d,62e0
28963,072c,16a4
28964,0cd6,841a
28965,b102,5ae3
28966,096b,2103
28967,3c61,2c31
28968,e103,d9a5
28969,9920,d27a
28970,cc61,e440
28971,5e8f,28f4
28972,2280,fcfe
28973,2a75,85e6
28974,2378,ac69
28975,f48c,9f74
28976,65b6,7955
28977,8cae,9051
28978,be45,f528
28979,ba31,5ae6
28980,d2b9,5427
28981,4818,c739
28982,d597,8c0e
28983,f1f1,a95a
28984,5aa2,7963
28985,9819,22f8
28986,fae5,2465
28987,c619,7db5
28988,bc18,915b
28989,de94,9d40
28990,9c98,2536
28991,4d62,f2ed
28992,4b6b,9ae2
28993,4924,263b
28994,f145,c0c4
28995,25cb,2214
28996,6b35,797c
28997,ad98,9e9a
28998,847f,cec7
28999,6df5,8aaf
29000,f445,cfeb
29001,e503,57ca
29002,5dc8,3382
29003,7a4f,7644
29004,4543,15b9
29005,8edf,2084
29006,0759,c1ec
29007,39f3,b5f0
29008,0912,6d9d
29009,36fb,e023
29010,95f9,da39
29011,32b6,bfd7
29012,c436,1670
29013,5efb,2d61
29014,be78,529e
29015,10d4,abcb
29016,0f53,860a
29017,245a,1035
29018,de69,deaa
29019,64c0,d1c0
29020,0ea1,af31
29021,4932,0777
29022,ef5d,9f34
29023,bfec,b349
29024,5e72,091e
29025,a9f6,52eb
29026,8032,c887
29027,9da4,92f6
29028,bea6,867d
29029,bf4b,3a27
29030,5329,1b3e
29031,da54,9262
29032,fbda,e0e3
29033,3072,c598
29034,dc12,8ee2
29035,5e5b,8231
29036,9391,0110
29037,89f7,5c1a
29038,0cba,aa3c
29039,5db6,62eb
29040,d511,2d60
29041,d3dd,dd5f
29042,63c9,064d
29043,c6cd,80ce
29044,457e,5ffc
29045,4323,4d7c
29046,9f0d,2361
29047,17ae,906f
29048,f788,c2f0
29049,3e63,0e31
29050,5642,8180
29051,bca9,4eed
29052,231c,28cb
29053,2ecd,4d81
29054,ad77,3b80
29055,926d,f237
